region,channel,service_type,plan_type,customer_type,address_verified,network_available,inventory_available,credit_check_passed,installation_required,monthly_charge,previous_failed_orders,order_result
North,Store,Fiber,Basic,Existing,0,1,1,1,0,59.230177301742955,1,0
East,Phone,DSL,Premium,New,0,1,1,0,0,152.4653060597752,1,1
North,Store,Fiber,Premium,New,1,1,1,1,0,136.993788184881,0,0
East,Online,DSL,Premium,Existing,1,1,1,1,1,97.67756926132773,1,0
North,Store,Fiber,Standard,Existing,1,1,1,0,0,192.5675016204667,1,0
West,Store,DSL,Basic,Existing,1,1,0,1,1,92.76100773570991,0,0
South,Phone,Fiber,Standard,New,1,1,1,1,0,53.47406997596256,0,0
North,Store,5G,Standard,New,1,1,1,1,1,79.62268585383956,0,0
East,Online,Fiber,Standard,New,1,0,1,1,0,109.81440251699024,0,0
West,Store,5G,Standard,Existing,1,1,1,1,0,182.3730500735036,0,0
North,Store,Fiber,Premium,Existing,1,1,1,1,1,44.594231381163624,1,0
North,Store,Fiber,Basic,Existing,1,1,1,1,0,167.58151598565195,1,0
West,Phone,DSL,Premium,Existing,0,1,1,1,0,84.27736110617633,1,0
North,Store,Fiber,Premium,New,1,1,1,1,0,136.39363106851826,0,0
South,Store,Fiber,Standard,Existing,1,1,1,1,1,100.56365237762549,1,0
North,Phone,Fiber,Premium,New,1,1,1,1,0,82.21124782668277,1,0
South,Phone,5G,Basic,New,1,1,1,1,0,121.18733133775252,1,0
South,Phone,DSL,Standard,New,1,1,1,1,0,99.916051245632,3,0
West,Phone,DSL,Premium,Existing,1,1,1,1,1,102.91979201125918,1,0
North,Online,Fiber,Standard,Existing,1,1,1,1,0,65.76640393382974,0,0
West,Online,Fiber,Basic,Existing,1,1,1,1,1,62.747553333890025,1,0
North,Store,5G,Standard,Existing,0,1,1,1,1,81.79180769178318,1,0
North,Online,Fiber,Premium,Existing,1,0,1,1,0,134.14846012322397,1,0
East,Store,DSL,Premium,Existing,1,1,1,1,1,77.28179583992164,0,0
North,Online,DSL,Basic,Existing,1,1,1,1,0,163.73411562786356,1,0
West,Phone,5G,Basic,Existing,1,1,0,1,1,170.33877955778567,0,0
South,Phone,5G,Standard,Existing,1,1,0,1,1,65.84196729874073,1,0
North,Online,DSL,Premium,Existing,1,1,1,1,1,196.17356038794333,2,0
East,Online,5G,Basic,Existing,1,1,1,1,1,82.6266807061061,2,0
West,Store,Fiber,Basic,Existing,1,1,1,1,0,51.64232888492408,0,0
North,Store,Fiber,Premium,Existing,1,1,0,1,0,110.14190502949135,3,0
West,Store,5G,Basic,Existing,1,1,1,1,0,69.05224386927466,0,0
East,Phone,DSL,Basic,New,1,1,1,1,0,165.5050420579661,1,0
East,Phone,5G,Premium,New,1,1,1,1,0,58.396984749353194,2,0
West,Phone,DSL,Basic,New,1,1,1,0,0,117.37756330215568,1,0
North,Phone,5G,Premium,Existing,1,1,1,1,1,53.388044464045464,1,0
South,Store,5G,Premium,New,1,1,1,1,0,183.79396274845342,0,0
East,Phone,5G,Standard,Existing,0,1,0,1,0,89.3762594213861,0,0
North,Phone,Fiber,Premium,Existing,1,0,1,1,0,138.6864194673012,0,0
North,Phone,Fiber,Basic,New,1,1,0,1,0,156.709621868353,0,0
South,Phone,DSL,Standard,Existing,1,1,1,1,0,45.13442630652911,2,0
East,Online,5G,Standard,Existing,1,1,1,1,0,101.04218003387831,0,0
East,Store,Fiber,Basic,Existing,1,1,1,1,0,85.32241608530174,0,0
North,Store,5G,Standard,Existing,1,1,1,1,1,127.3765476398993,2,0
North,Phone,DSL,Basic,New,1,1,1,1,0,163.35539085444694,1,0
South,Online,Fiber,Standard,Existing,0,1,1,1,1,60.894117310416135,1,0
South,Store,DSL,Basic,New,1,1,0,1,0,116.02671997874592,1,0
East,Store,Fiber,Premium,New,1,1,1,1,1,60.85235708842827,0,0
West,Phone,5G,Premium,Existing,0,1,1,1,0,166.39567044432556,0,0
East,Phone,DSL,Standard,New,1,1,1,1,1,165.60249039226804,1,0
North,Store,Fiber,Standard,Existing,1,1,1,1,1,92.91440803323778,1,0
East,Store,Fiber,Premium,Existing,1,1,1,1,1,92.4880360120733,1,0
West,Online,5G,Basic,New,1,1,1,1,0,135.87818837603947,0,0
South,Store,DSL,Standard,New,1,1,1,1,0,199.56484190765357,0,0
West,Store,DSL,Premium,New,1,1,1,1,1,196.88318704053196,0,0
West,Phone,DSL,Standard,Existing,0,1,0,1,1,90.50751488058161,0,0
West,Store,5G,Premium,New,1,1,1,1,1,172.73349425655448,0,0
South,Phone,Fiber,Premium,New,1,1,0,1,1,90.47704596001748,1,0
West,Store,Fiber,Premium,New,1,1,1,1,0,121.83270941679137,0,0
West,Store,DSL,Basic,Existing,1,0,0,1,0,45.07427922773438,1,1
West,Store,Fiber,Standard,Existing,1,1,1,1,0,190.46696720862036,0,0
North,Online,DSL,Basic,New,1,1,1,1,1,157.55919929190418,0,0
West,Phone,5G,Basic,New,1,1,1,1,0,178.4583410917352,1,0
South,Online,5G,Premium,New,1,1,0,1,1,129.2684971735228,0,0
West,Store,5G,Basic,Existing,1,1,1,1,1,50.47315224238679,1,0
West,Online,DSL,Standard,Existing,1,1,1,1,1,110.26590536037799,1,0
South,Phone,Fiber,Standard,Existing,0,1,1,0,1,98.77663877705697,0,1
West,Store,5G,Premium,Existing,1,1,1,1,0,122.45061785465218,0,0
South,Online,DSL,Premium,Existing,0,1,0,1,0,73.63606258795024,0,0
West,Online,DSL,Standard,New,1,1,1,1,0,112.26380708729933,0,0
South,Phone,5G,Standard,New,0,1,1,1,1,44.706890185879345,1,0
West,Online,5G,Premium,Existing,1,1,1,1,1,63.8566369475968,1,0
West,Phone,5G,Basic,Existing,1,1,1,1,0,179.4324709189251,2,0
North,Store,Fiber,Standard,New,1,1,0,1,0,100.46995142088329,0,0
North,Store,Fiber,Premium,New,1,1,1,1,0,108.64565232118917,2,0
West,Online,DSL,Premium,New,1,1,0,1,1,97.15837611981672,0,0
West,Store,5G,Standard,New,1,1,1,1,1,139.30776739584158,1,0
East,Store,5G,Premium,New,1,1,1,1,1,40.78924685762839,0,0
South,Online,Fiber,Standard,New,1,1,1,1,1,191.74303236680615,1,0
East,Store,5G,Premium,New,1,1,1,1,1,128.67365353693592,1,0
North,Online,DSL,Premium,New,1,1,1,0,0,100.95473130378743,2,1
North,Phone,5G,Basic,New,0,1,1,1,1,178.13125691543678,0,0
North,Phone,Fiber,Premium,New,1,0,1,1,1,119.45813094544201,1,0
North,Phone,DSL,Standard,New,1,1,1,1,1,54.866561441592,0,0
West,Online,DSL,Standard,Existing,1,1,1,1,0,186.05482126629522,1,0
North,Online,5G,Basic,Existing,1,0,1,1,0,101.8544670474985,1,0
West,Store,DSL,Standard,Existing,1,0,0,1,1,131.50900987965898,0,1
West,Store,5G,Premium,New,1,1,1,1,0,191.10331656215766,2,0
North,Store,5G,Basic,New,1,1,1,1,0,87.21829715215137,0,0
North,Store,Fiber,Standard,Existing,0,1,1,1,0,68.47970878839023,1,0
South,Store,DSL,Premium,Existing,0,1,0,1,1,178.45977023716767,0,0
East,Online,5G,Basic,New,0,1,1,1,1,123.5240051103416,1,0
North,Online,5G,Premium,New,1,1,1,1,0,151.22428633426327,0,0
South,Phone,5G,Standard,New,1,1,1,1,0,57.702944256636535,0,0
South,Phone,DSL,Standard,Existing,1,1,1,1,0,151.39780229994955,3,0
East,Phone,DSL,Standard,New,1,1,1,1,0,131.85275254544734,3,0
West,Phone,DSL,Standard,New,1,1,1,1,0,92.4467101640266,0,0
North,Online,5G,Basic,New,1,1,1,1,0,175.93842237813234,2,0
East,Online,DSL,Standard,New,1,1,1,1,1,113.68907628381827,1,0
North,Online,5G,Basic,Existing,1,1,1,1,1,105.40302911645168,0,0
South,Store,DSL,Basic,Existing,1,0,1,1,0,69.3442480946708,0,0
South,Store,DSL,Premium,New,1,1,1,1,0,80.74239655791555,0,0
West,Phone,5G,Standard,Existing,1,1,1,1,0,83.72000691712452,1,0
South,Store,DSL,Premium,Existing,0,0,1,1,0,104.92755916875701,0,1
South,Online,5G,Premium,New,1,1,0,1,1,120.134448307182,0,0
East,Phone,DSL,Premium,Existing,1,0,1,1,1,198.44694531833656,0,0
North,Phone,DSL,Premium,New,1,1,1,1,0,127.20134755567948,0,0
North,Store,DSL,Premium,New,1,1,1,1,0,114.74300420222062,1,0
East,Phone,DSL,Standard,Existing,1,1,1,1,1,142.3565131298506,0,0
West,Store,Fiber,Premium,New,1,1,1,1,0,160.89111403419204,0,0
North,Store,5G,Basic,New,1,1,1,1,0,196.70312716588188,1,0
South,Phone,Fiber,Basic,New,1,1,1,1,0,199.69527217468806,1,0
North,Store,DSL,Standard,New,1,1,0,1,1,177.74295100125602,0,0
South,Store,DSL,Basic,Existing,0,1,0,1,0,46.806838887165455,1,0
West,Store,5G,Premium,New,1,1,0,0,1,46.708162251214404,0,1
East,Store,5G,Basic,Existing,1,1,1,1,1,91.69780456091308,0,0
North,Phone,5G,Premium,Existing,1,1,1,1,1,178.85937119424713,1,0
East,Online,5G,Standard,Existing,1,1,1,1,0,161.81538965022926,0,0
North,Online,DSL,Basic,New,1,1,0,1,0,140.69342505360024,0,0
South,Store,5G,Basic,Existing,1,1,1,0,1,70.84765736257421,0,0
East,Store,Fiber,Basic,Existing,0,1,1,1,0,195.43477741094205,2,0
North,Store,5G,Standard,Existing,1,1,1,1,0,183.7776013584739,1,0
South,Online,5G,Standard,Existing,1,1,1,1,0,186.12989752626086,0,0
East,Store,Fiber,Basic,Existing,0,1,1,1,0,121.23953839489425,1,0
East,Phone,Fiber,Standard,Existing,1,0,1,0,1,98.86098693198603,2,1
North,Phone,Fiber,Premium,Existing,1,1,1,1,1,141.94145571389393,0,0
North,Phone,Fiber,Standard,New,1,1,1,1,1,145.00785585246007,0,0
North,Online,5G,Basic,New,1,0,1,1,0,188.37734473358393,1,0
South,Store,Fiber,Premium,Existing,0,1,1,1,1,131.44118175221308,0,0
North,Store,DSL,Basic,Existing,1,1,1,1,0,180.60342674062522,1,0
East,Store,5G,Basic,New,1,1,1,1,0,90.47337952987591,0,0
East,Online,DSL,Basic,Existing,1,1,1,1,1,46.79898721308529,3,0
North,Online,5G,Standard,Existing,1,1,0,1,0,109.8178036625604,0,0
North,Online,5G,Basic,New,1,1,1,1,1,71.98192416884615,0,0
West,Online,DSL,Premium,Existing,0,1,1,1,0,164.4879187671791,0,0
East,Phone,Fiber,Premium,Existing,1,1,0,0,0,168.76425702480822,2,1
South,Online,Fiber,Premium,Existing,1,1,0,0,0,165.28751802722078,0,1
West,Online,DSL,Basic,Existing,1,1,1,1,1,114.05159766514045,0,0
North,Online,Fiber,Premium,New,1,0,0,1,0,182.85907534949368,0,1
North,Store,5G,Premium,Existing,0,1,1,1,0,111.29136350168233,1,0
East,Store,5G,Premium,Existing,1,0,1,1,0,135.98822947742002,0,0
North,Store,5G,Premium,New,1,1,0,1,0,74.15359969742144,1,0
South,Phone,Fiber,Standard,New,1,1,0,1,1,43.818856402594534,2,0
East,Phone,Fiber,Basic,Existing,1,1,1,1,1,136.712083239548,1,0
North,Online,DSL,Basic,Existing,1,1,1,1,1,144.49517487081977,0,0
East,Store,5G,Premium,Existing,1,1,1,1,0,188.64721333674237,0,0
North,Phone,DSL,Basic,Existing,1,1,0,1,0,175.16993096695614,1,0
North,Store,Fiber,Premium,Existing,1,1,0,1,1,164.16499277869576,1,0
North,Phone,DSL,Premium,Existing,1,1,1,1,0,152.04806621564344,0,0
South,Phone,Fiber,Premium,Existing,0,1,0,1,1,109.09549139145214,1,0
South,Online,5G,Basic,New,0,1,1,1,0,118.1959987476361,1,0
East,Online,5G,Standard,New,1,1,1,1,1,164.6955001473196,0,0
North,Phone,Fiber,Basic,Existing,1,1,1,0,0,65.4114870768356,0,0
North,Online,Fiber,Basic,Existing,1,1,1,1,1,154.79647743416083,0,0
South,Phone,Fiber,Standard,Existing,1,1,0,1,1,139.9913065879253,0,0
North,Phone,5G,Basic,Existing,1,1,1,1,0,75.90108590795364,1,0
South,Store,Fiber,Standard,Existing,0,1,1,1,1,111.28011562573403,1,0
North,Online,5G,Premium,Existing,1,1,1,1,0,165.16064948195384,0,0
East,Online,DSL,Standard,New,1,1,1,0,0,58.50362964057504,1,0
North,Online,5G,Premium,New,1,1,1,1,0,139.85649528995424,0,0
North,Store,DSL,Standard,Existing,1,1,1,1,0,107.34295144687457,3,0
West,Store,5G,Premium,Existing,1,1,1,1,0,80.08978561836778,2,0
South,Store,5G,Basic,Existing,0,1,1,1,1,182.62675609967192,0,0
North,Online,Fiber,Standard,New,1,1,1,1,1,116.40613675150634,1,0
North,Online,5G,Basic,New,1,1,1,1,0,198.05653701227698,2,0
West,Online,Fiber,Premium,New,1,1,1,1,0,141.61891286573726,1,0
West,Store,Fiber,Standard,Existing,1,1,1,1,0,92.89485673778655,0,0
South,Store,Fiber,Standard,New,1,1,1,1,1,87.89870087280549,0,0
West,Phone,5G,Standard,Existing,1,1,1,1,0,150.9960036689523,1,0
East,Store,Fiber,Basic,Existing,1,1,1,1,1,95.75160972689076,1,0
West,Phone,DSL,Premium,Existing,1,1,1,1,0,132.39097961938845,0,0
East,Online,DSL,Basic,Existing,1,1,0,1,0,130.57584063792427,1,0
South,Store,5G,Standard,New,0,1,1,1,1,42.48238287584641,0,0
South,Online,Fiber,Premium,Existing,1,1,1,1,1,150.87081326106102,0,0
South,Online,DSL,Premium,Existing,0,1,1,1,1,130.73805109874706,0,0
South,Online,5G,Basic,New,1,1,1,1,0,169.65232953063082,1,0
South,Online,5G,Basic,Existing,1,0,1,1,1,190.2523543956214,0,0
East,Store,5G,Standard,Existing,1,1,1,1,1,118.15240814975839,1,0
East,Online,5G,Standard,Existing,1,1,1,1,0,164.13966345400706,2,0
South,Phone,5G,Standard,New,1,1,1,1,0,115.02364413347864,0,0
West,Store,Fiber,Standard,Existing,1,1,1,1,0,86.77718446980529,0,0
North,Online,Fiber,Premium,Existing,1,0,1,1,0,184.1443877413787,0,0
South,Store,Fiber,Standard,New,1,1,1,0,0,138.6672587736067,0,0
West,Phone,Fiber,Standard,Existing,1,1,1,1,1,49.693819467413434,0,0
North,Online,5G,Standard,Existing,1,1,0,1,1,189.51511983555866,0,0
South,Phone,5G,Basic,Existing,1,1,1,1,1,106.7554361891628,1,0
South,Online,DSL,Basic,Existing,1,1,0,1,1,146.94566257644624,3,0
East,Phone,DSL,Basic,New,1,1,1,1,1,193.48222154839897,1,0
North,Online,Fiber,Standard,New,1,1,0,1,0,125.44219730075605,0,0
North,Store,5G,Premium,Existing,1,1,1,0,0,135.69808366628394,0,0
West,Online,DSL,Standard,New,1,1,1,1,1,70.16754584583873,3,0
East,Store,DSL,Basic,Existing,1,1,1,1,0,164.48088662484287,1,0
East,Online,DSL,Basic,Existing,1,1,1,1,1,123.46158244750131,0,0
East,Online,DSL,Standard,New,1,1,1,1,1,117.88473079415053,2,0
East,Phone,Fiber,Premium,Existing,1,1,1,1,1,68.40940293368433,0,0
North,Phone,5G,Premium,Existing,1,0,1,0,1,110.5818932776535,0,1
North,Phone,Fiber,Premium,Existing,1,1,0,0,1,191.80327853076963,0,1
South,Online,DSL,Basic,Existing,1,1,1,1,1,102.01147298655819,0,0
South,Online,DSL,Basic,New,0,1,1,1,0,75.49123168817769,1,0
East,Online,5G,Premium,New,0,1,1,1,0,135.77093842059514,2,0
East,Store,5G,Standard,New,1,1,0,1,0,121.2881067662859,0,0
East,Store,Fiber,Premium,New,1,1,1,1,1,116.75687877924715,0,0
South,Online,5G,Standard,New,1,1,1,1,1,66.12133406851459,1,0
West,Phone,Fiber,Basic,Existing,1,1,0,1,0,185.38793373910363,1,0
West,Phone,Fiber,Basic,New,1,1,0,1,0,137.2585958332943,0,0
South,Phone,DSL,Basic,New,1,0,1,0,1,139.4267873441399,0,1
South,Online,Fiber,Premium,Existing,1,1,1,1,0,58.98024256782062,1,0
South,Phone,DSL,Premium,Existing,1,1,0,1,1,112.90217614024725,1,0
South,Online,Fiber,Basic,Existing,0,1,1,1,0,133.28863528871392,0,0
South,Store,Fiber,Basic,Existing,1,1,1,0,1,187.77209082453356,0,0
South,Phone,5G,Basic,Existing,1,1,1,1,1,132.85184684583896,0,0
East,Store,5G,Premium,New,1,1,1,1,0,193.36669905792934,1,0
East,Phone,DSL,Premium,New,1,1,0,1,0,150.70512200025678,1,0
East,Online,5G,Basic,New,1,1,1,1,1,64.98610678285941,1,0
East,Online,Fiber,Premium,Existing,0,1,1,1,1,50.40508732292027,0,0
South,Online,DSL,Premium,New,1,1,1,1,0,127.73816360533615,1,0
West,Online,DSL,Premium,Existing,1,1,1,1,0,191.09308686427363,0,0
North,Phone,DSL,Premium,New,1,1,1,1,0,91.0575499817479,4,0
South,Store,Fiber,Basic,Existing,1,1,0,1,0,181.46970650387695,1,0
North,Online,5G,Basic,New,1,1,1,1,0,63.37150363486943,0,0
West,Phone,DSL,Premium,New,1,1,1,1,1,158.5846012864896,0,0
East,Store,Fiber,Basic,Existing,0,1,1,1,0,106.58232880043413,0,0
West,Online,5G,Basic,Existing,1,1,0,1,0,42.07043790131871,0,0
South,Store,5G,Basic,Existing,1,1,1,1,0,86.30890978808763,0,0
East,Online,DSL,Standard,New,1,1,1,1,0,104.11453420241479,1,0
South,Store,Fiber,Basic,Existing,1,1,1,1,1,110.03163106131198,1,0
East,Store,5G,Basic,Existing,1,1,1,1,0,67.4517447220515,1,0
North,Online,Fiber,Premium,Existing,1,1,0,1,0,138.65157566412762,0,0
North,Phone,5G,Premium,New,1,0,0,0,0,175.44022553657368,1,1
North,Store,DSL,Standard,Existing,1,0,1,1,0,150.15638606898878,0,0
West,Online,DSL,Standard,New,1,1,1,1,0,167.85034827388654,0,0
South,Store,5G,Basic,New,1,1,1,1,1,95.71327359283617,0,0
West,Store,Fiber,Basic,New,1,1,1,1,0,175.07576253164183,1,0
North,Phone,5G,Premium,Existing,1,1,1,1,1,40.909587764173395,2,0
South,Store,Fiber,Basic,New,1,1,1,1,0,172.44710939340533,2,0
North,Store,5G,Basic,Existing,1,1,1,1,1,44.41719176222701,0,0
West,Online,DSL,Basic,Existing,1,1,0,1,1,143.37448139445252,1,0
West,Online,Fiber,Basic,Existing,1,1,1,1,1,72.9714051908443,2,0
West,Phone,DSL,Basic,New,1,1,0,0,0,118.96638037082334,0,1
North,Store,Fiber,Basic,New,0,1,0,1,0,104.67654926435199,0,0
South,Store,5G,Basic,New,1,1,1,1,1,193.23051760622494,4,0
South,Store,DSL,Basic,Existing,1,1,1,1,1,91.7007696952313,1,0
North,Phone,DSL,Premium,Existing,1,1,1,1,1,146.32519391609955,1,0
South,Store,Fiber,Standard,New,1,0,1,1,0,122.73268063584354,0,0
North,Online,Fiber,Basic,New,1,0,1,1,1,100.62460664503547,1,0
South,Phone,Fiber,Premium,Existing,1,1,1,1,1,144.17510792847375,0,0
East,Online,DSL,Basic,Existing,1,1,1,1,0,62.365174408751386,0,0
East,Online,5G,Basic,Existing,1,1,1,1,0,157.23640607786064,1,0
West,Phone,Fiber,Standard,Existing,1,1,1,1,0,133.82342811587034,0,0
East,Online,5G,Premium,New,1,1,0,1,1,163.25053507686607,0,0
East,Store,Fiber,Basic,New,1,1,1,1,0,160.6939490004754,1,0
East,Phone,5G,Standard,Existing,0,1,1,1,1,116.19095374160112,0,0
North,Online,Fiber,Standard,New,1,1,1,1,0,106.91999592187548,1,0
East,Store,5G,Basic,New,1,1,1,1,0,176.9269640572308,1,0
East,Store,DSL,Basic,Existing,0,1,1,1,0,185.94096615401702,0,0
West,Online,Fiber,Premium,Existing,1,1,1,1,1,107.10861517826687,0,0
East,Store,Fiber,Premium,New,1,1,0,1,1,188.69527223922933,0,0
East,Phone,DSL,Basic,Existing,1,0,1,1,0,187.41169774118706,1,0
South,Online,Fiber,Basic,New,1,1,1,1,1,60.74380478362528,2,0
West,Store,Fiber,Standard,Existing,1,1,1,0,1,114.27881487623893,0,0
West,Store,DSL,Premium,New,1,1,1,1,0,168.86522077341863,2,0
West,Online,DSL,Basic,Existing,1,1,1,1,0,63.96059932750646,1,0
West,Online,5G,Basic,New,1,1,1,1,0,78.4651605615359,1,0
West,Online,DSL,Premium,Existing,1,1,1,1,1,128.52503726007524,0,0
West,Online,DSL,Basic,Existing,1,1,1,0,0,59.50554461528432,1,0
North,Phone,Fiber,Standard,Existing,1,1,1,1,1,93.84907907016472,2,0
East,Online,DSL,Standard,Existing,0,0,1,1,0,122.3543136822922,1,1
West,Phone,Fiber,Basic,Existing,1,1,1,1,1,166.63391859966208,2,0
East,Phone,DSL,Premium,New,1,1,0,1,1,65.23084952293813,1,0
East,Online,DSL,Standard,New,1,1,1,1,1,155.45454719927307,0,0
North,Phone,5G,Premium,Existing,1,1,1,1,0,191.65685684966974,0,0
West,Online,DSL,Premium,New,1,1,1,1,1,73.12303994672374,0,0
South,Online,DSL,Premium,New,1,1,1,1,1,76.34563138199753,0,0
North,Store,Fiber,Standard,Existing,1,1,1,1,0,165.51877631170805,1,0
South,Online,Fiber,Standard,New,0,1,1,1,0,61.51278008298085,1,0
East,Store,5G,Basic,New,1,1,1,1,1,115.24102649883538,1,0
East,Phone,DSL,Premium,New,1,1,1,1,1,106.15208964467976,1,0
North,Store,Fiber,Standard,New,0,0,1,1,0,121.80622298110416,0,1
North,Phone,DSL,Standard,Existing,0,1,1,1,1,123.04543509904676,0,0
South,Online,5G,Basic,New,1,1,1,1,0,129.24183790876992,0,0
West,Phone,Fiber,Standard,New,0,1,1,1,1,170.88517860606802,0,0
South,Phone,Fiber,Standard,New,1,1,1,1,1,108.51890118267113,0,0
North,Online,5G,Standard,New,1,1,1,1,1,74.49170307028274,0,0
South,Phone,DSL,Basic,Existing,1,1,1,1,0,165.72562404488286,2,0
North,Online,Fiber,Basic,New,1,0,1,1,0,196.68613317201942,0,0
South,Store,Fiber,Premium,Existing,1,1,0,1,1,60.132487872308396,0,0
North,Online,5G,Standard,Existing,1,1,1,1,1,81.67331759196642,1,0
North,Online,5G,Basic,Existing,1,1,0,1,0,196.38031313940223,0,0
North,Phone,5G,Basic,Existing,1,1,1,1,0,75.44394511143005,0,0
West,Store,DSL,Basic,Existing,0,1,1,0,0,107.57536387918663,4,1
South,Online,DSL,Premium,New,1,0,1,1,0,53.384594358768936,0,0
South,Store,DSL,Premium,New,1,1,1,1,0,88.81528149669248,0,0
South,Store,5G,Premium,Existing,1,1,1,1,0,81.47063458075363,1,0
North,Phone,Fiber,Premium,Existing,1,1,0,1,1,193.22798310391175,0,0
South,Online,DSL,Premium,New,1,0,1,0,1,62.493333023381545,0,1
South,Phone,5G,Standard,New,1,1,1,1,0,89.5992862243434,2,0
North,Online,DSL,Standard,Existing,1,1,1,1,1,52.747586752507715,0,0
East,Store,Fiber,Basic,New,0,1,1,1,0,147.5170910868577,2,0
North,Online,Fiber,Premium,New,0,1,1,1,0,197.804681895528,3,0
South,Online,5G,Premium,Existing,0,1,1,1,0,64.50926801220737,1,0
North,Store,Fiber,Basic,Existing,1,1,1,1,0,140.34953834614578,1,0
East,Store,5G,Standard,Existing,1,1,1,0,1,64.5307555420871,0,0
North,Online,5G,Premium,Existing,1,1,1,1,0,76.23795276612609,0,0
South,Phone,5G,Premium,Existing,1,1,0,1,0,126.74952940730435,1,0
East,Online,5G,Premium,New,1,1,1,1,1,191.95471496278645,0,0
West,Store,Fiber,Standard,Existing,1,1,1,1,0,116.01936123150118,0,0
South,Phone,Fiber,Standard,New,1,1,1,1,0,112.08191538971829,2,0
East,Store,Fiber,Premium,Existing,1,1,1,1,0,61.91514269597798,0,0
East,Store,Fiber,Premium,Existing,1,1,0,1,1,130.16396112724217,0,0
West,Phone,5G,Basic,Existing,1,1,1,1,0,113.99184166113935,0,0
North,Store,5G,Basic,Existing,0,1,0,0,1,93.53554964798846,0,1
North,Store,Fiber,Standard,Existing,1,1,1,1,0,156.90437480167427,0,0
South,Store,DSL,Basic,Existing,1,1,1,1,1,87.6667297936035,2,0
West,Store,DSL,Premium,New,1,1,1,1,0,184.46149537442435,1,0
North,Store,DSL,Standard,Existing,0,1,1,1,0,179.6373957083075,1,0
West,Store,Fiber,Basic,Existing,1,1,1,1,1,117.85662228929053,1,0
North,Store,5G,Standard,New,1,1,1,1,0,185.27763096706212,1,0
East,Store,5G,Premium,New,1,1,0,1,0,193.84882266446164,0,0
North,Store,DSL,Basic,Existing,1,1,1,1,1,45.82250176212888,2,0
West,Online,DSL,Basic,New,1,1,0,0,0,176.39054135397944,0,1
East,Online,5G,Basic,New,1,1,1,1,1,104.39888155621964,0,0
East,Store,DSL,Premium,Existing,1,1,0,1,0,199.2320083825628,0,0
East,Online,DSL,Standard,Existing,1,1,0,1,0,94.86630234894521,0,0
West,Phone,5G,Basic,New,1,1,1,1,0,173.3098780080982,2,0
South,Online,DSL,Standard,Existing,1,0,1,1,0,75.25222040853689,2,1
South,Store,DSL,Standard,New,1,1,1,1,1,188.83259166031644,0,0
South,Store,Fiber,Standard,New,1,1,1,1,1,158.82678053769934,0,0
West,Online,DSL,Premium,New,0,1,0,1,0,85.41302112491594,1,0
East,Store,Fiber,Premium,New,1,1,0,1,0,149.9693368051271,0,0
South,Phone,5G,Basic,Existing,1,1,1,1,0,109.66334218641798,0,0
West,Phone,Fiber,Basic,Existing,0,1,1,1,0,177.50997871543044,1,0
South,Store,5G,Standard,Existing,1,0,1,1,0,40.95044688940664,0,0
North,Phone,Fiber,Standard,Existing,0,1,1,1,0,123.73459078002655,0,0
South,Phone,Fiber,Standard,Existing,1,1,1,1,0,149.00169258308074,0,0
South,Online,Fiber,Premium,Existing,1,1,1,1,1,103.495015924385,0,0
East,Phone,DSL,Premium,Existing,0,1,0,1,0,115.72619471684405,1,0
West,Online,DSL,Basic,Existing,1,1,1,1,1,78.39519745904958,0,0
East,Store,DSL,Standard,Existing,1,1,1,1,1,106.79152927589178,1,0
East,Online,DSL,Standard,Existing,1,1,1,1,0,187.37640112970547,1,0
East,Store,DSL,Premium,Existing,1,1,1,1,1,101.53716996572365,1,0
East,Store,Fiber,Basic,Existing,0,0,1,1,0,198.15018934028106,1,1
East,Store,DSL,Standard,New,1,1,1,1,0,114.48104395533284,1,0
South,Store,5G,Standard,Existing,1,1,0,1,0,139.27410575031115,0,0
East,Store,Fiber,Basic,Existing,1,0,1,1,1,40.74169999045939,0,0
East,Online,Fiber,Standard,Existing,0,1,1,1,0,69.91874546968617,1,0
West,Store,5G,Premium,Existing,1,1,1,1,1,96.91369170838529,0,0
North,Phone,DSL,Basic,Existing,1,1,1,1,0,92.47777223207206,0,0
South,Phone,5G,Standard,New,0,1,1,0,0,155.08536862886692,0,1
South,Store,Fiber,Standard,New,1,1,1,1,1,127.77075422842842,1,0
South,Phone,Fiber,Premium,Existing,1,1,1,1,0,74.67843066994156,2,0
East,Online,Fiber,Premium,Existing,1,1,1,1,0,136.8993157047415,2,0
East,Online,5G,Premium,Existing,1,1,1,1,0,60.97938155144982,0,0
East,Store,DSL,Standard,New,1,1,1,1,0,178.78778463349138,1,0
West,Store,Fiber,Standard,Existing,1,1,0,1,0,159.94899650612734,0,0
North,Store,DSL,Standard,Existing,1,1,1,1,1,95.35413335396899,1,0
East,Phone,Fiber,Basic,New,1,1,1,1,0,47.73738156015477,1,0
North,Phone,DSL,Premium,New,1,1,1,1,0,165.24309382249294,1,0
West,Online,5G,Basic,Existing,1,1,1,1,1,78.94730866324727,0,0
South,Phone,Fiber,Premium,Existing,1,1,1,0,1,81.43491075853828,1,0
East,Online,Fiber,Standard,New,1,1,1,1,1,109.04566170362492,2,0
North,Phone,Fiber,Basic,Existing,0,1,1,1,0,137.37049473880305,0,0
North,Online,5G,Basic,Existing,1,0,1,0,0,45.500619205960945,0,1
